Date,Time,Signal_name
2020-03-04 09:45:17 ecube-sangli
2020-03-05 19:02:24 ecube-sangli-2
2020-03-06 07:17:37 ecube-sangli-gavbhag
2020-03-04 09:53:28 ecube-sangli-maruti-road
2020-02-16 11:40:31 ecube-smart-signal
2020-03-02 10:52:10 ecube-thane-2
2020-03-07 13:00:28 ecubeabc
2019-12-24 02:10:44 exampledemo
2020-01-11 06:58:15 hometrial
